country_code,state_province,city,latitude,longitude,station_count,port_count,fast_station_count,fast_port_count,fast_station_share,fast_port_share,max_power_kw,median_power_kw,dc_fast_station_count,dc_ultra_station_count,has_fast_dc,has_ultra_dc,is_fast_dominant,dev_stage,log_station_count
US,MS,Batesville,34.309690333333336,-89.92011833333333,3,3,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.6020599913279624
CH,ZH,Zürich,47.410621,8.544245499999999,2,6,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
NO,UNKNOWN,Nesflaten,59.650414,6.817983,1,2,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
IS,Norðurland eystra,Raufarhöfn,66.457676,-15.949763,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,Sachsen-Anhalt,Mücheln (Geiseltal),51.306869,11.810757,1,1,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
US,NY,Amsterdam,42.9540258,-74.188505,15,16,3,4,0.2,0.25,237,3.7,3,1,1,1,FALSE,Early,1.2041199826559248
ES,Valencian Community,Los Montesinos,38.027123,-0.743493,1,2,0,0,0,0,7.4,7.4,0,0,0,0,FALSE,Early,0.3010299956639812
GB,Wiltshire,Westbury,51.26817,-2.1959135,2,3,0,0,0,0,7,5.5,0,0,0,0,FALSE,Early,0.4771212547196624
UA,Mykolaiv Oblast,Mykolaiv,46.978583,31.970278,1,1,0,0,0,0,44,44,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Melbeck,53.18086,10.40079,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
IT,Tuscany,Massa e Cozzile,43.862558,10.765828,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Wadersloh,51.733185500000005,8.254317,2,4,0,0,0,0,22,12.15,0,0,0,0,FALSE,Early,0.4771212547196624
US,VA,Tysons Corner,38.92541166666666,-77.22435866666667,3,3,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.6020599913279624
PT,UNKNOWN,linda-a-velha,38.705633,-9.244275,1,3,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
CA,QC,Bergeronnes,48.24171,-69.543299,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
US,CA,Rancho Santa Fe,33.006485749999996,-117.1977155,4,5,0,0,0,0,16,3.7,0,0,0,0,FALSE,Early,0.6989700043360189
DE,Golzheim,Düsseldorf,51.250419,6.773165,1,2,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
US,NY,Bethel,41.684274,-74.877327,1,1,0,0,0,0,3,3,0,0,0,0,FALSE,Early,0.3010299956639812
GB,UNKNOWN,Earl Shilton,52.579241,-1.309784,1,8,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
NO,Rogaland,ÅKREHAMN,59.26468,5.19245,1,2,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
DE,Landkreis Marburg-Biedenkopf,Gladenbach,50.767734,8.581448,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
ES,Illes Balears,Binissalem,39.69083,2.84663,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
CH,Obwalden,Sarnen,46.895531,8.247636,1,2,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
IT,VC,Livorno Ferraris,45.2616185,8.130851,2,2,0,0,0,0,22,16.5,0,0,0,0,FALSE,Early,0.4771212547196624
DE,Landkreis Uckermark,Uckerland,53.444856,13.889101,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,Westerwaldkreis,Höhr-Grenzhausen,50.452149,7.66173,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
BR,Bahia,Vitoria da Conquista,-14.86548,-40.827556,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,Landkreis Cham,Neukirchen,49.2582,12.97049,1,3,0,0,0,0,2.3,2.3,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Feuchtwangen,49.17147375,10.31459625,4,4,0,0,0,0,43,22,0,0,0,0,FALSE,Early,0.6989700043360189
GB,Country Durham,Sedgefield,54.662197,-1.448168,1,2,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Nonnenhorn,47.575506,9.611288,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
GB,London,Stuart Road,51.458802,-0.050229,1,1,0,0,0,0,5.1,5.1,0,0,0,0,FALSE,Early,0.3010299956639812
TR,Afyonkarahisar,İzmir,38.793038,30.456513,1,1,0,0,0,0,45,45,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Bad Hersfeld,50.86638342857143,9.712297857142858,7,8,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.9030899869919436
US,Washington,Woodinville,47.769459,-122.151217,1,2,0,0,0,0,16,16,0,0,0,0,FALSE,Early,0.3010299956639812
US,KY,Drakesboro,37.263152000000005,-86.990307,2,2,0,0,0,0,3.7,3.35,0,0,0,0,FALSE,Early,0.4771212547196624
US,Oregon,Estacada,45.2915125,-122.3366025,2,4,0,0,0,0,16,13,0,0,0,0,FALSE,Early,0.4771212547196624
US,California,Newport Beach,33.616574,-117.929906,1,3,0,0,0,0,16,16,0,0,0,0,FALSE,Early,0.3010299956639812
SE,GÄVLEBORG,JÄRVSÖ,61.715186,16.1621115,4,14,1,7,0.25,0.5,150,32.5,1,1,1,1,FALSE,Early,0.6989700043360189
DE,Maikammer,Kirrweiler,49.302378,8.166935,1,4,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
IT,UNKNOWN,Reischach,46.780862,11.940192,1,2,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
HR,UNKNOWN,Marija Bistrica,46.002916,16.11757,1,1,0,0,0,0,17,17,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Montabaur,50.443721,7.82712125,4,4,1,1,0.25,0.25,300,16.5,1,1,1,1,FALSE,Early,0.6989700043360189
US,AL,Aliceville,33.176147,-88.192865,1,1,0,0,0,0,1.9,1.9,0,0,0,0,FALSE,Early,0.3010299956639812
PT,UNKNOWN,Ansião,39.91181,-8.435991,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
GB,London,Chapter Road,51.486212,-0.102418,1,1,0,0,0,0,3.5,3.5,0,0,0,0,FALSE,Early,0.3010299956639812
NO,UNKNOWN,Vågå,61.488928,8.84335,1,1,0,0,0,0,17,17,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Bad Groenenbach,47.870202,10.22353,1,2,0,0,0,0,14,14,0,0,0,0,FALSE,Early,0.3010299956639812
IS,Vesturland,Borgarnesi,64.65225849999999,-21.7020903,10,31,2,5,0.2,0.16129032258064516,150,22,2,1,1,1,FALSE,Early,1.0413926851582251
NO,Vestland,DALE I SUNNFJORD,61.3620188,5.3979904,5,21,1,8,0.2,0.380952380952381,150,7.4,1,1,1,1,FALSE,Early,0.7781512503836436
IT,RE,Albinea,44.624042,10.647322,1,1,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
US,NH,Bretton Woods,44.239149999999995,-71.42638600000001,2,4,0,0,0,0,9.6,6.65,0,0,0,0,FALSE,Early,0.4771212547196624
DK,Sjælland,GØRLEV,55.525524,11.110692,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
FR,UNKNOWN,Saintes-Maries-de-la-Mer,43.47028,4.395165,1,1,0,0,0,0,17,17,0,0,0,0,FALSE,Early,0.3010299956639812
DE,Landkreis Berchtesgadener Land,Berchtesgaden,47.633801,13.046562,1,4,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
US,NC,Research Triangle Park,35.86484871428571,-78.87693742857142,7,7,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.9030899869919436
DE,Vereinbarte Verwaltungsgemeinschaft Bühl,Ottersweier,48.668425,8.110198,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Krauchenwies,48.027304,9.2502945,2,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
US,PA,Wilkes Barre,41.239734,-75.856128,2,3,0,0,0,0,16,9.85,0,0,0,0,FALSE,Early,0.4771212547196624
DE,UNKNOWN,Bad Pyrmont,52.078717,9.341809285714286,7,9,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.9030899869919436
DE,UNKNOWN,Reppenstedt,53.248603,10.352198,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
FR,UNKNOWN,Corcelles-en-Beaujolais,46.154249,4.723948,1,1,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
US,PA,Portersville,40.9629495,-80.148335,2,2,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.4771212547196624
DE,UNKNOWN,Schwerte,51.442003666666665,7.577184466666667,15,19,2,6,0.13333333333333333,0.3157894736842105,350,22,2,1,1,1,FALSE,Early,1.2041199826559248
IT,SS,Buddusò,40.572121,9.256756,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
CA,NS,Chester District Municipality,44.554106,-64.326078,1,2,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
US,MI,Lake Orion,42.74959914285714,-83.27107942857143,7,7,1,1,0.14285714285714285,0.14285714285714285,50,3.7,1,0,1,0,FALSE,Early,0.9030899869919436
SI,Upravna Enota Kamnik,Kamnik,46.214334,14.601773,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
AT,Steiermark,Aigen im Ennstal,47.5044,14.1212,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,TN,Morristown,36.1967435,-83.30076966666667,6,6,1,1,0.16666666666666666,0.16666666666666666,50,3.7,1,0,1,0,FALSE,Early,0.8450980400142568
US,PA,Oakdale,40.414055,-80.190816,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
IT,PV,Sairano di Zinasco,45.135701,9.049473,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,Rhineland-Palatinate,Sinzig,50.545495,7.251461,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
CA,QC,Saint-Étienne-de-Beauharnois,45.248656,-73.916885,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
GB,UNKNOWN,Llanbradach,51.6044,-3.23128,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,PA,Lakeville,41.427925,-75.285364,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
ES,UNKNOWN,Albir,38.559818,-0.07438,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
BE,Oost-Vlaanderen,Afsnee,51.031618,3.667756,1,1,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
GB,England,Highworth,51.641851,-1.709071,1,4,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
ES,UNKNOWN,La Jonquera,42.40535,2.87951,1,1,0,0,0,0,12.7,12.7,0,0,0,0,FALSE,Early,0.3010299956639812
US,FL,Eustis,28.848228,-81.68558971428571,7,7,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.9030899869919436
IN,Kerala,Kottayam,9.595981142857145,76.53693828571429,7,10,2,3,0.2857142857142857,0.3,80,30,2,0,1,0,FALSE,Early,0.9030899869919436
US,Alaska,Healy,63.869602,-149.021523,1,1,0,0,0,0,45,45,0,0,0,0,FALSE,Early,0.3010299956639812
US,WA,Winthrop,48.4760474,-120.1971428,5,5,0,0,0,0,16.8,3.7,0,0,0,0,FALSE,Early,0.7781512503836436
CA,Quebec,Rougemont,45.454187,-73.081146,1,1,0,0,0,0,7.2,7.2,0,0,0,0,FALSE,Early,0.3010299956639812
US,NY,Cayuga,42.917183,-76.721973,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
US,PA,Bird in Hand,40.039122,-76.140294,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
US,CA,West Hills,34.208697799999996,-118.6255592,5,5,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.7781512503836436
US,MI,Allen Park,42.27982278947368,-83.20403531578947,19,19,3,3,0.15789473684210523,0.15789473684210523,50,3.7,3,0,1,0,FALSE,Early,1.3010299956639813
DE,Rhein-Neckar-Kreis,Reilingen,49.2909,8.56491,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,Mississippi,Hernando,34.82109,-89.973789,1,6,0,0,0,0,16,16,0,0,0,0,FALSE,Early,0.3010299956639812
US,MA,Truro,41.998881,-70.05626,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
FR,Côtes-d'Armor,SAINT BRIEUC,48.518089,-2.765253,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Remse OT Weidensdorf,50.848111,12.542942,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
GB,Moray,Moray,57.652306,-3.593384,1,2,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
IT,Lombardy,Truccazzano,45.480785,9.441793,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
FI,Pohjois-Pohjanmaa,KUUSAMO,65.96047050000001,29.1728515,2,4,0,0,0,0,7.4,7.4,0,0,0,0,FALSE,Early,0.4771212547196624
DE,Samtgemeinde Bodenwerder-Polle,Hehlen,51.98433,9.478103,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
IE,Wicklow,Arklow,52.795263,-6.160408,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,Pennsylvania,Coopersburg,40.514499,-75.384791,1,2,0,0,0,0,16,16,0,0,0,0,FALSE,Early,0.3010299956639812
US,NY,Glenmont,42.60417685714286,-73.78956285714285,7,7,1,1,0.14285714285714285,0.14285714285714285,50,3.7,1,0,1,0,FALSE,Early,0.9030899869919436
ES,Principality of Asturias,Onís,43.33456,-4.969176,1,1,0,0,0,0,7.36,7.36,0,0,0,0,FALSE,Early,0.3010299956639812
US,OR,Aloha,45.48676,-122.8648,2,2,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.4771212547196624
ES,Illes Balears,Sant Llorenç des Cardassar,39.594976833333334,3.380925166666666,6,11,1,1,0.16666666666666666,0.09090909090909093,50,9,1,0,1,0,FALSE,Early,0.8450980400142568
US,MD,Chesapeake City,39.52651,-75.81162,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
IT,Gravedona ed Uniti,12,46.138936,9.293523,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
FI,Uusimaa,Ruoholahti,55.8341696,54.2586148,5,29,1,2,0.2,0.06896551724137931,50,22,1,0,1,0,FALSE,Early,0.7781512503836436
US,MA,Millbury,42.1987604,-71.7632597,10,10,1,1,0.1,0.1,50,3.7,1,0,1,0,FALSE,Early,1.0413926851582251
DE,Landkreis Aschaffenburg,Alzenau,50.086577000000005,9.0700345,2,5,0,0,0,0,11,6.65,0,0,0,0,FALSE,Early,0.4771212547196624
DE,Landkreis Rosenheim,Aschau im Chiemgau,47.74790866666667,12.303054333333334,3,3,0,0,0,0,22,11,0,0,0,0,FALSE,Early,0.6020599913279624
FI,Varsinais-Suomi,Skanssi,60.42972,22.31935,1,4,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
GR,Patra Municipality,Patras,38.24723,21.733798,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,NH,New London,43.4156446,-71.97431420000001,5,5,0,0,0,0,8,3.7,0,0,0,0,FALSE,Early,0.7781512503836436
IT,Castellinaldo d'Alba,9,44.777136,8.026194,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Horgenzell,47.815252,9.484123,2,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
CA,QC,Saint-Donat,46.3162095,-74.2239345,2,2,0,0,0,0,7,5.35,0,0,0,0,FALSE,Early,0.4771212547196624
US,VT,Orleans,44.810128,-72.198756,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
ES,Lobios,9,41.909257,-8.074,1,1,0,0,0,0,17,17,0,0,0,0,FALSE,Early,0.3010299956639812
ES,Castilla y León,Sepúlveda,41.296867,-3.750708,1,1,0,0,0,0,7.4,7.4,0,0,0,0,FALSE,Early,0.3010299956639812
IT,BO,San Giovanni in Persiceto BO,44.635903,11.191633,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
NL,ZH,Den Haag,52.102059,4.360479,1,1,0,0,0,0,17,17,0,0,0,0,FALSE,Early,0.3010299956639812
NL,UNKNOWN,Wormerland,52.497047555555554,4.814927444444445,9,11,0,0,0,0,11,5,0,0,0,0,FALSE,Early,1
CH,UNKNOWN,Horw,47.021235,8.325631,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
ES,Comunitat Valenciana,L'Alcúdia,39.194669,-0.502182,1,2,0,0,0,0,30,30,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Langenselbold,50.16644233333333,9.051305666666666,3,5,0,0,0,0,22,4,0,0,0,0,FALSE,Early,0.6020599913279624
IL,מחוז תל אביב,גבעתיים,32.066785,34.803265,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
JE,UNKNOWN,St Ouen,49.232864,-2.20158,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,CA,North Edwards,35.015369,-117.826291,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
PT,Braga,Celorico de Basto,41.391899,-7.999385,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,Landkreis Aurich,Aurich,53.4676061,7.488460399999999,10,20,2,4,0.2,0.2,350,22,2,1,1,1,FALSE,Early,1.0413926851582251
IT,ME,Acquedolci,38.056025,14.573138,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,VT,White River Junction,43.645069,-72.32965416666666,6,7,0,0,0,0,6.5,3.7,0,0,0,0,FALSE,Early,0.8450980400142568
CA,QC,St-Laurent,45.5097025,-73.697614,2,2,0,0,0,0,7,5.35,0,0,0,0,FALSE,Early,0.4771212547196624
GB,England,Bourne,52.776347,-0.4095145,2,13,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.4771212547196624
NO,Trøndelag,SKATVAL,63.53361,10.82334,1,2,0,0,0,0,7.4,7.4,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Ilvesheim,49.473939,8.5633085,2,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
DE,UNKNOWN,Lülsfeld,49.867565,10.327172,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
SE,VÄSTRA GÖTALAND,SKEE,58.92546,11.27434,1,9,0,0,0,0,20,20,0,0,0,0,FALSE,Early,0.3010299956639812
SE,DALARNA,SÖDERBÄRKE,60.062538,15.5784742,5,10,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.7781512503836436
NL,UNKNOWN,Brielle,51.89591228571429,4.180212,14,17,0,0,0,0,22,11,0,0,0,0,FALSE,Early,1.1760912590556811
NL,UNKNOWN,Groesbeek,51.823427333333335,5.968649,3,3,0,0,0,0,22,11,0,0,0,0,FALSE,Early,0.6020599913279624
GB,UNKNOWN,Stromness,58.964986,-3.296093,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
UY,Canelones,Atlántida,-34.769089,-55.764497,1,1,0,0,0,0,30,30,0,0,0,0,FALSE,Early,0.3010299956639812
NZ,UNKNOWN,"Westgate, Auckland",-36.81688,174.61172,1,2,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
ES,Catalonia,Badalona,41.4532524,2.2408426666666665,15,61,3,6,0.2,0.09836065573770492,50,11,3,0,1,0,FALSE,Early,1.2041199826559248
US,SC,MONCKS CORNER,33.188219,-80.000834,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
US,PA,Wilkes Barre Township,41.225327,-75.868852,1,2,0,0,0,0,16,16,0,0,0,0,FALSE,Early,0.3010299956639812
GB,UNKNOWN,Hammersmith & Fulham,51.505857,-0.23376533333333335,3,3,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.6020599913279624
DE,UNKNOWN,Twistringen,52.796280499999995,8.640327500000001,2,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
US,NY,Eagle Bay,43.769095,-74.815623,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
CA,BC,Mount Washington,49.746211,-125.319835,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
GB,Coventry,adjacent to 39 Wildcroft Road,52.408451,-1.555828,1,3,0,0,0,0,3,3,0,0,0,0,FALSE,Early,0.3010299956639812
MY,UNKNOWN,Setiawangsa,3.20335,101.736328,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
CA,QC,Saint-Zéphirin-de-Courval,46.05791266666666,-72.626908,3,3,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.6020599913279624
FR,Loire Atlantique,Bouaye,47.142986,-1.663087,1,1,0,0,0,0,14,14,0,0,0,0,FALSE,Early,0.3010299956639812
FI,Uusimaa,Aurinkolahti,60.202902,25.149521,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
FR,Île-de-France,Ville-d'Avray,48.825507,2.182784,1,2,0,0,0,0,24,24,0,0,0,0,FALSE,Early,0.3010299956639812
AU,Western Australia,Beverley,-32.105142,116.926522,1,1,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
GB,Mitcham,Oakleigh Way,51.410132,-0.151066,1,1,0,0,0,0,3.5,3.5,0,0,0,0,FALSE,Early,0.3010299956639812
DE,GVV Kaiserstuhl-Tuniberg,Eichstetten,48.093857,7.751983,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,WI,Brown Deer,43.177567499999995,-87.971088,2,2,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.4771212547196624
GB,UNKNOWN,Bury Hill,51.505574,-2.486671,1,8,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
US,RI,Kingstown,41.48733166666667,-71.53189233333335,3,3,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.6020599913279624
GB,UNKNOWN,Rockingham,52.516439,-0.725042,1,2,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
US,CA,"Alameda, CA",37.76377,-122.27062,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
GR,Chania Regional Unit,Chania Municipality,35.529397,24.0713715,2,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
IN,Tamil Nadu,Rameswaram,9.28468,79.29506,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
CO,Boyacá,Unknown City,5.490753,-73.4024365,2,4,0,0,0,0,40,40,0,0,0,0,FALSE,Early,0.4771212547196624
US,MS,Blue Springs,34.38122,-88.89437,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
BE,UNKNOWN,Herselt,51.059865,4.881494,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
PL,UNKNOWN,Zielona Góra,51.9416045,15.4883835,2,2,0,0,0,0,40,31.1,0,0,0,0,FALSE,Early,0.4771212547196624
DE,UNKNOWN,Brake,53.328723,8.4717255,2,2,0,0,0,0,43,27,0,0,0,0,FALSE,Early,0.4771212547196624
ES,Catalonia,Celrà,42.02854,2.888232,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
GB,UNKNOWN,Droitwich Spa,52.268901,-2.147983,1,4,0,0,0,0,4,4,0,0,0,0,FALSE,Early,0.3010299956639812
NL,UNKNOWN,Landerd,51.73034475,5.64647725,4,6,0,0,0,0,22,11,0,0,0,0,FALSE,Early,0.6989700043360189
NO,Telemark,SKIEN,59.19382594736842,9.606122210526316,19,106,4,39,0.21052631578947367,0.3679245283018868,350,5.550000000000001,4,4,1,1,FALSE,Early,1.3010299956639813
DE,Landkreis Roth,Roth,49.234867,11.094347,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
PL,UNKNOWN,Rytro,49.490912,20.682234,1,2,0,0,0,0,17,17,0,0,0,0,FALSE,Early,0.3010299956639812
IT,Oristano,Arborea,39.77396,8.58171,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
MX,Jalisco,Zapopan,20.553955125,-102.88011725,8,20,0,0,0,0,18,18,0,0,0,0,FALSE,Early,0.9542425094393248
FI,Etelä-Pohjanmaa,Kurikka Keskus,62.61897333333334,22.40520666666667,3,3,0,0,0,0,22,3.7,0,0,0,0,FALSE,Early,0.6020599913279624
DE,UNKNOWN,Lichtenstein-Honau,48.411279,9.260606,1,1,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Straubing,48.8432800625,12.4559151875,16,17,4,4,0.25,0.2352941176470588,150,22,4,2,1,1,FALSE,Early,1.230448921378274
US,Michigan,Escanaba,45.742409,-87.079829,1,3,0,0,0,0,16,16,0,0,0,0,FALSE,Early,0.3010299956639812
BE,Brussels-Capital,Etterbeek,50.830967,4.400199,1,2,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
GB,Cymru / Wales,Bangor,53.205441,-4.181875,1,4,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
US,NM,Tres Piedras,36.660923,-105.994795,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
DE,Falkenberg-Höhe,Heckelberg-Brunow,52.73863,13.836832,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
AT,UNKNOWN,Kühtai,47.2128795,11.0216955,2,3,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
IT,RA,S.Pietro in Vincoli,44.299447,12.148452,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
IE,UNKNOWN,Ballina,54.09733566666667,-9.153224333333332,3,7,0,0,0,0,22,13,0,0,0,0,FALSE,Early,0.6020599913279624
NO,Innlandet,DREVSJØ,61.926895,11.99402,2,6,0,0,0,0,7.4,7.4,0,0,0,0,FALSE,Early,0.4771212547196624
RS,UNKNOWN,Belgrade,44.79433225,20.44861325,4,4,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.6989700043360189
