country_code,state_province,city,latitude,longitude,station_count,port_count,fast_station_count,fast_port_count,fast_station_share,fast_port_share,max_power_kw,median_power_kw,dc_fast_station_count,dc_ultra_station_count,has_fast_dc,has_ultra_dc,is_fast_dominant,dev_stage,log_station_count
US,MI,White Lake charter Township,42.635107,-83.467635,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
IE,Co. Kildare,Naas,53.215387799999995,-6.6759151,10,56,0,0,0,0,25,22,0,0,0,0,FALSE,Early,1.0413926851582251
DE,Landkreis Karlsruhe,Kraichtal,49.12084975,8.718376750000001,4,8,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.6989700043360189
US,NY,Brentwood,40.78671,-73.2541605,6,6,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.8450980400142568
GB,UNKNOWN,flint,53.24976,-3.13494,1,1,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
GB,UNKNOWN,Totland Bay,50.67242,-1.54162,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
NO,Viken,SANDVIKA,59.89038571428572,10.520104285714286,7,37,1,8,0.14285714285714285,0.21621621621621623,150,3.7,1,1,1,1,FALSE,Early,0.9030899869919436
US,OR,Depoe Bay,44.786766,-124.070389,1,1,0,0,0,0,16,16,0,0,0,0,FALSE,Early,0.3010299956639812
UY,Rio Negro,Young,-32.699944,-57.627644,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
IT,RN,Montefiore Conca,43.8970515,12.627865,2,4,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
IT,Lombardy,Robbiate,45.688005,9.438751,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Dobel,48.793683,8.488909,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,PA,Gibsonia,40.6662825,-79.95569449999999,2,2,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.4771212547196624
CH,UNKNOWN,Glarus Süd,46.993342,9.0729,1,1,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
PL,Bielsko-Biała,Bielsko-Biała,49.78376,19.027854,1,2,0,0,0,0,43,43,0,0,0,0,FALSE,Early,0.3010299956639812
GB,Scotland,Greenock,55.955271,-4.777578,2,5,0,0,0,0,22,14.5,0,0,0,0,FALSE,Early,0.4771212547196624
IT,Desenzano del Garda,40,45.473997,10.53749,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Rodenäs,54.88277,8.68288,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Gronau,52.190837125,7.37491775,8,9,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.9542425094393248
RU,Московская область,Izmailovo,55.560589,37.640035,1,1,0,0,0,0,40,40,0,0,0,0,FALSE,Early,0.3010299956639812
US,NH,Exeter,42.9847086,-70.9387792,5,6,0,0,0,0,16,3.7,0,0,0,0,FALSE,Early,0.7781512503836436
MX,Baja California,San Felipe,30.98773,-114.824512,1,2,0,0,0,0,18,18,0,0,0,0,FALSE,Early,0.3010299956639812
US,HI,Kailua,21.257287916666662,-157.60114133333337,12,12,2,2,0.16666666666666666,0.16666666666666666,50,3.7,2,0,1,0,FALSE,Early,1.1139433523068367
GB,UNKNOWN,Abergavenny,51.79170475,-2.9936897499999997,4,7,1,1,0.25,0.14285714285714285,50,22,1,0,1,0,FALSE,Early,0.6989700043360189
DE,Landkreis Tirschenreuth,Neualbenreuth,49.9726095,12.4022865,2,13,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.4771212547196624
BR,Tocantins,Gurupi,-11.754271,-49.092104,1,1,0,0,0,0,40,40,0,0,0,0,FALSE,Early,0.3010299956639812
US,OH,Lima,40.741169176470585,-84.11223111764706,17,24,5,12,0.29411764705882354,0.5,150,3.7,5,1,1,1,FALSE,Early,1.255272505103306
US,PA,East Latrobe,40.29132,-79.34212,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
ES,UNKNOWN,Alboraia,39.50201,-0.34468,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
ES,UNKNOWN,Arona,28.058467,-16.66368,5,12,1,2,0.2,0.16666666666666666,50,7.4,1,0,1,0,FALSE,Early,0.7781512503836436
US,NC,Indian Trail,35.075719285714285,-80.65643642857142,7,7,1,1,0.14285714285714285,0.14285714285714285,50,3.7,1,0,1,0,FALSE,Early,0.9030899869919436
DE,UNKNOWN,Hagen a.T.W,52.196211,7.980544,1,3,0,0,0,0,2.3,2.3,0,0,0,0,FALSE,Early,0.3010299956639812
RO,Ilfov,Bălăceanca,44.406839,26.275793,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
ES,Extremadura,Talavera la Real,38.880006,-6.773382,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,MD,Lutherville-Timonium,39.4387205,-76.62086049999999,2,2,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.4771212547196624
US,GA,ATLANTA,33.773022,-84.366601,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
US,Alabama,Auburn,32.557156,-85.504737,1,4,0,0,0,0,13,13,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Blankenburg OT Oesig,51.807815,10.913316,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
GB,London,Chertsey,51.405191,-0.510203,1,4,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
US,CT,Willimantic,41.71738257142857,-72.21253571428572,7,7,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.9030899869919436
US,GA,Sugar Hill,34.096867,-84.03203400000001,2,2,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.4771212547196624
RU,UNKNOWN,Большекокузское сельское поселение,55.278322,48.602453,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,Texas,McAllen,26.201662,-98.261791,1,3,0,0,0,0,8,8,0,0,0,0,FALSE,Early,0.3010299956639812
CA,QC,St-Henedine,46.559499,-70.98497,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
CA,BC,Port-Moody,49.2785,-122.829002,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
US,NH,Wolfeboro,43.585701,-71.2146865,2,3,0,0,0,0,13,8.35,0,0,0,0,FALSE,Early,0.4771212547196624
IT,Massa Lubrense,8/a,40.604730000000004,14.37295,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,Landkreis Cloppenburg,Cloppenburg,52.84159842857143,8.059315999999999,7,14,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.9030899869919436
GB,UNKNOWN,Souldern,51.984272,-1.229868,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
PT,Vila Real,Mondim de Bastos,41.409972,-7.954459,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
CA,QC,St-Blaise-sur-Richelieu,45.209897,-73.28821,1,1,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
MY,Selangor,Sepang,2.76439,101.683108,1,1,0,0,0,0,45,45,0,0,0,0,FALSE,Early,0.3010299956639812
US,Florida,Delray Beach,26.463914,-80.071478,1,2,0,0,0,0,8,8,0,0,0,0,FALSE,Early,0.3010299956639812
GB,South Gloucestershire,Westerleigh,51.540258,-2.441231,1,38,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Haltern am See,51.743048470588235,7.195875411764706,17,18,1,1,0.0588235294117647,0.05555555555555555,50,22,1,0,1,0,FALSE,Early,1.255272505103306
CA,QC,St-Pierre-de-l'Ile-d'Orléans,46.87459,-71.09788,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Hameln,52.089864,9.35350125,4,4,1,1,0.25,0.25,75,22,1,0,1,0,FALSE,Early,0.6989700043360189
DE,Zollernalbkreis,Rosenfeld,48.287178,8.724764,1,4,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
GB,Eilean Siar,Isle of Lewis,58.19983,-7.01342,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
IT,Bolzano,Bolzano,46.4696155,11.330144,2,6,0,0,0,0,22,16.5,0,0,0,0,FALSE,Early,0.4771212547196624
IT,VE,Gruaro,45.798824,12.815363,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
GB,Tyne and Wear,Tyne and Wear,54.960014666666666,-1.6087410000000002,3,9,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.6020599913279624
CR,Puntarenas,Bahia Ballena,9.166943,-83.735753,1,1,0,0,0,0,6.1,6.1,0,0,0,0,FALSE,Early,0.3010299956639812
GB,England,Cherwell,51.92644522222222,-1.2258446666666667,9,43,0,0,0,0,22,7,0,0,0,0,FALSE,Early,1
IT,TN,Comano,46.034994999999995,10.8704455,2,4,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
AT,UNKNOWN,Fügenberg,47.337255,11.841019,1,1,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
ES,Catalonia,les Masies de Voltregà,42.02085066666667,2.23969,3,4,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.6020599913279624
IT,GO,Cormons,45.965819,13.467498,1,1,0,0,0,0,3,3,0,0,0,0,FALSE,Early,0.3010299956639812
IT,Napoli,Napoli,40.602653,14.343336,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,CA,alhambra,34.091965,-118.136765,1,1,0,0,0,0,40,40,0,0,0,0,FALSE,Early,0.3010299956639812
IE,UNKNOWN,Ballincollig,51.888888,-8.586553,1,13,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Schwalmtal,50.70074,9.314574,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,ME,Deer Isle,44.22047,-68.6756,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
GB,Wales,Swasnea,51.584496,-4.124613,1,3,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
CZ,okres Náchod,Velké Poříčí,50.453748,16.197622,1,1,0,0,0,0,16,16,0,0,0,0,FALSE,Early,0.3010299956639812
ES,Ezcaray,19,42.325623,-3.01466,1,2,0,0,0,0,17,17,0,0,0,0,FALSE,Early,0.3010299956639812
GB,Inverness-shire,Fort William,56.890532,-4.795271,1,2,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
ES,Andalusia,Cazalla de la Sierra,37.924635,-5.765155,1,1,0,0,0,0,7.4,7.4,0,0,0,0,FALSE,Early,0.3010299956639812
US,CT,Thomaston,41.65932,-73.080943,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
IE,Co. Mayo,Murrisk,53.778738,-9.640262,1,4,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
CA,MB,Treherne,49.636262,-98.690215,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
US,Nevada,Stateline,38.965646,-119.947856,1,4,0,0,0,0,10,10,0,0,0,0,FALSE,Early,0.3010299956639812
CH,Distretto di Lugano,Origlio,46.05283,8.950225,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,SC,Hampton,32.829828,-81.168637,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
PT,UNKNOWN,Telões,41.321534,-8.120414,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,NJ,Pennsauken,39.927074,-75.069847,1,1,0,0,0,0,3,3,0,0,0,0,FALSE,Early,0.3010299956639812
IT,Emilia-Romagna,Portomaggiore Fraz. Ripapersico,44.688988,11.789147,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,Maryland,Monrovia,39.346653,-77.270838,1,3,0,0,0,0,16,16,0,0,0,0,FALSE,Early,0.3010299956639812
US,CT,Windsor,41.869735181818186,-72.68364018181818,11,11,1,1,0.09090909090909093,0.09090909090909093,50,3.7,1,0,1,0,FALSE,Early,1.0791812460476249
GB,Cumbria,Milnthorpe,54.193806,-2.753758,1,1,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Walheim,49.010648,9.15212,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
GB,County Antrim,Belfast,54.596466,-5.936459,6,11,1,2,0.16666666666666666,0.18181818181818185,50,22,1,0,1,0,FALSE,Early,0.8450980400142568
DE,UNKNOWN,Buttenheim,49.801418,11.033786,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
CA,ON,St. Mary's,43.258544,-81.1557655,2,2,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.4771212547196624
US,CO,Black Hawk,39.79876628571429,-105.48688771428571,7,9,0,0,0,0,8,3.7,0,0,0,0,FALSE,Early,0.9030899869919436
US,NY,Endicott,42.1067085,-76.04011333333334,6,6,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.8450980400142568
IE,County Louth,Carlingford,54.039967,-6.1847224999999995,2,3,0,0,0,0,22,12.85,0,0,0,0,FALSE,Early,0.4771212547196624
DE,Weitnau (VGem),Weitnau,47.641607,10.116816,1,2,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
CA,QC,Drumondville,45.885411,-72.504693,2,2,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.4771212547196624
CA,ON,Wilberforce,45.036646,-78.2218555,2,3,0,0,0,0,7.2,5.45,0,0,0,0,FALSE,Early,0.4771212547196624
US,MN,Sauk Centre,45.726057,-94.947051,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
IT,Perugia,Bastia Umbra,43.068087,12.536752,1,4,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
US,Colorado,Pine,39.497135,-105.38183,1,2,0,0,0,0,7.2,7.2,0,0,0,0,FALSE,Early,0.3010299956639812
DE,Plau am See,Ganzlin,53.404307,12.283694,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
NO,Viken,HURDAL,60.4108425,11.05102125,4,16,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.6989700043360189
DE,Berlin,Berling,52.48579,13.4253,1,2,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
US,WI,Janesville,42.7145230625,-88.9961204375,16,23,2,9,0.125,0.391304347826087,250,3.7,2,2,1,1,FALSE,Early,1.230448921378274
US,MO,Troy,38.9762965,-90.954698,2,2,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.4771212547196624
GB,Windermere,Crook Road,54.35413,-2.9135,1,2,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
NO,Viken,FORNEBU,59.899573222222216,10.622293,9,187,1,6,0.1111111111111111,0.03208556149732621,50,3.7,1,0,1,0,FALSE,Early,1
TR,Mersin,Mersin,36.88868825,34.85381175,4,4,0,0,0,0,45,22,0,0,0,0,FALSE,Early,0.6989700043360189
US,SC,Edisto Island,32.511671,-80.3021335,2,2,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.4771212547196624
GB,Clacton-on-Sea,St Osyth,51.795994,1.031443,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,ME,Yarmouth,43.8020525,-70.18094125,4,4,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.6989700043360189
DE,Verwaltungsverband Oberes Bühlertal,Bühlertann,49.040544,9.912918,1,4,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
IT,UNKNOWN,carbonia,39.167279,8.517309,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,FL,Sandford,28.810271,-81.301345,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Klausen,49.90499,6.88239,1,3,0,0,0,0,2.3,2.3,0,0,0,0,FALSE,Early,0.3010299956639812
NO,Innlandet,NÆROSET,60.97491,10.77644,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Langdorf,49.013706,13.147331,1,3,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
IT,NO,Galliate,45.4713705,8.698885,2,6,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
DE,Kreis Steinburg,Itzehoe,53.932425875,9.5084425,8,13,1,3,0.125,0.2307692307692308,50,22,1,0,1,0,FALSE,Early,0.9542425094393248
ES,Andalusia,Cardeña,38.270386,-4.323882,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
AT,UNKNOWN,Bad Aussee,47.617543,13.809711,1,1,0,0,0,0,14,14,0,0,0,0,FALSE,Early,0.3010299956639812
US,NY,North Tonawanda,43.0366415,-78.87407999999999,2,2,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.4771212547196624
US,CA,San Juan Bautista,36.844726,-121.5395,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
FI,UNKNOWN,Riistavesi,62.91491,28.156989,1,2,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
NL,UNKNOWN,Someren,51.393981,5.711468,4,4,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.6989700043360189
GB,Kingston Upon Thames,Fairfield Road,51.409901,-0.299753,1,1,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Neuhaus,49.629355,11.57497,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
GB,Surrey,Lingfield,51.17662,-0.007522,1,4,0,0,0,0,3,3,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Neustadt-Glewe,53.3840405,11.5833455,2,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
CH,Wallis,Unterbäch,46.287528,7.801495,1,21,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Wolfenbüttel,52.141047428571426,10.641208571428573,7,7,0,0,0,0,45,22,0,0,0,0,FALSE,Early,0.9030899869919436
US,OH,Orange Village,41.450027,-81.485491,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
CA,QC,Lachenaie,45.7109685,-73.54220475,4,4,1,1,0.25,0.25,50,21.85,1,0,1,0,FALSE,Early,0.6989700043360189
IE,Co. Donegal,Creeslough,55.120164,-7.903135,1,4,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
NL,UNKNOWN,Bosch en Duin,52.12404,5.246345,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
NZ,UNKNOWN,"Kyeburn Diggings, Otago",-44.987413,170.285647,1,2,0,0,0,0,3.6,3.6,0,0,0,0,FALSE,Early,0.3010299956639812
HR,Grad Zagreb,Samobor,45.803544,15.713872,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
GB,Liverpool,38 Mount Pleasant,53.40462,-2.97555,1,4,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
MX,Guanajuato,Penjamo,20.471302,-101.617433,1,2,0,0,0,0,18,18,0,0,0,0,FALSE,Early,0.3010299956639812
GB,UNKNOWN,West Midlands,52.514751,-1.9254776666666664,3,6,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.6020599913279624
NO,Rogaland,NÆRBØ,58.66876666666667,5.642666666666667,6,37,1,6,0.16666666666666666,0.16216216216216217,150,22,1,1,1,1,FALSE,Early,0.8450980400142568
GB,London,Woolwich Road,51.487724,0.024357,1,6,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
US,North Carolina,Burlington,36.067024,-79.513077,1,2,0,0,0,0,13,13,0,0,0,0,FALSE,Early,0.3010299956639812
MT,UNKNOWN,Mellieha,35.969112,14.351165,3,3,0,0,0,0,22,11,0,0,0,0,FALSE,Early,0.6020599913279624
CA,ON,St. Williams,42.688296,-80.348312,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
IT,Chieti,Lanciano,42.223855,14.388335,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
AU,New South Wales,Eden,-37.051215,149.901557,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,IL,hoffman estates,42.06908,-88.194835,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
ES,Balearic Islands,Unknown City,39.47284,2.752913,1,2,0,0,0,0,7.4,7.4,0,0,0,0,FALSE,Early,0.3010299956639812
DE,Main-Kinzig-Kreis,Gründau,50.22923433333333,9.139605333333334,3,8,0,0,0,0,22,3.7,0,0,0,0,FALSE,Early,0.6020599913279624
DE,Verwaltungsverband Althengstett,Simmozheim,48.752288,8.812577,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DK,Helsingør Municipality,Helsingør,56.035334,12.6106815,2,12,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.4771212547196624
DE,UNKNOWN,Althengstett,48.730836333333336,8.782339666666667,3,3,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.6020599913279624
GB,UNKNOWN,Ampfield,51.01254,-1.46516,1,1,0,0,0,0,7,7,0,0,0,0,FALSE,Early,0.3010299956639812
US,CT,Windham,41.7164055,-72.21143775,4,4,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.6989700043360189
DE,UNKNOWN,Weilerswist,50.75022466666667,6.8490780000000004,3,3,0,0,0,0,22,11,0,0,0,0,FALSE,Early,0.6020599913279624
FI,Etelä-Pohjanmaa,Nurmo Keskus,62.770303,22.949102,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Bosau/Hutzfeld,54.09776,10.4571665,2,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
BE,Oost-Vlaanderen,Sint-Niklaas,51.16140225,4.13470475,4,30,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.6989700043360189
GB,UNKNOWN,Solihul,52.396904500000005,-1.801747,2,5,0,0,0,0,7,5.5,0,0,0,0,FALSE,Early,0.4771212547196624
DE,Landkreis München,Poing,48.17189,11.81015,1,2,0,0,0,0,11,11,0,0,0,0,FALSE,Early,0.3010299956639812
DE,Kreis Mettmann,Langenfeld,51.116812,6.918042,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
IE,County Clare,Miltown Malbay,52.854144,-9.398765,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,IN,Newburgh,37.97643475,-87.41475224999999,4,6,0,0,0,0,16,3.7,0,0,0,0,FALSE,Early,0.6989700043360189
PT,Azores,Santana,37.813723,-25.5533115,2,4,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
IT,VE,Caorle,45.5877526,12.84601,5,10,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.7781512503836436
AT,UNKNOWN,Ulrichsberg,48.705157,13.94708,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
HU,UNKNOWN,Szigethalom,47.316766,19.01154,2,4,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
GB,UNKNOWN,Isle of Wight,50.737998000000005,-1.296323,2,2,0,0,0,0,22,14.5,0,0,0,0,FALSE,Early,0.4771212547196624
US,NY,Long Beach,40.584282,-73.664336,1,1,0,0,0,0,3,3,0,0,0,0,FALSE,Early,0.3010299956639812
US,CT,N Haven,41.3649,-72.86359,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
DE,Rhein-Erft-Kreis,Brühl,50.831590000000006,6.902048,2,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
US,WA,Waitsburg,46.270749,-118.153251,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
DE,UNKNOWN,Weißenfels,51.199277307692306,11.969912307692308,13,13,2,2,0.15384615384615383,0.15384615384615383,175,22,2,1,1,1,FALSE,Early,1.146128035678238
US,ME,Rockland,44.107995375,-69.109533,8,15,2,9,0.25,0.6,250,3.7,2,1,1,1,FALSE,Early,0.9542425094393248
US,CA,Del mar,32.962414,-117.268232,1,1,0,0,0,0,3,3,0,0,0,0,FALSE,Early,0.3010299956639812
IT,LU,Stazzema,44.0008805,10.3080475,2,4,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
DE,UNKNOWN,Mildstedt,54.4623995,9.096295,2,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.4771212547196624
AT,Tyrol,Radfeld,47.439966,11.895631,1,4,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,PA,Mountjoy,40.130883,-76.563721,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
US,GA,Tyrone,33.4906765,-84.5822885,2,2,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.4771212547196624
US,WA,Edgewood,47.238487,-122.294677,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
CA,QC,Saint-Apollinaire,46.61632828571429,-71.54315257142858,7,7,2,2,0.2857142857142857,0.2857142857142857,50,3.7,2,0,1,0,FALSE,Early,0.9030899869919436
DK,Hovedstaden,Rønne,55.091872,14.708688,1,4,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,New York,Menands,37.416271,-122.077411,1,5,0,0,0,0,11.5,11.5,0,0,0,0,FALSE,Early,0.3010299956639812
DE,Kreis Euskirchen,Kronenburg,50.361267,6.472614,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
US,California,Clearlake Oaks,39.027867,-122.584476,1,2,0,0,0,0,16,16,0,0,0,0,FALSE,Early,0.3010299956639812
US,NJ,Lafayette,41.080179,-74.735154,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
US,MN,Two Harbors,47.063500857142856,-91.60137742857144,7,15,1,8,0.14285714285714285,0.5333333333333333,250,3.7,1,1,1,1,FALSE,Early,0.9030899869919436
US,MA,Essex,42.631964,-70.780368,1,1,0,0,0,0,3.7,3.7,0,0,0,0,FALSE,Early,0.3010299956639812
IT,VE,Bibione,45.635043,13.051777666666666,3,4,0,0,0,0,22,7.4,0,0,0,0,FALSE,Early,0.6020599913279624
DE,UNKNOWN,Lübstorf,53.383614,11.585897,1,1,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
ME,UNKNOWN,Kolašin,42.823027,19.522195,1,2,0,0,0,0,22,22,0,0,0,0,FALSE,Early,0.3010299956639812
